Title,Artist,year
All I Hear,Kate Alexa,2006
Big Girls Don't Cry,Fergie,2007
Girlfriend,Avril Lavigne,2007
Umbrella,Rihanna Feat. Jay-Z,2007
Straight Lines,Silverchair,2007
Lips Of An Angel,Hinder,2007
Apologize,Timbaland Feat. OneRepublic,2007
Grace Kelly,Mika,2007
Candyman,Christina Aguilera,2007
The Sweet Escape,Gwen Stefani Feat. Akon,2007
Beautiful Girls,Sean Kingston,2007
The Way I Are,Timbaland Feat. Keri Hilson,2007
Dance Floor Anthem,Good Charlotte,2007
Glamorous,Fergie Feat. Ludacris,2007
"This Ain't A Scene, It's An Arms Race",Fall Out Boy,2007
In This Life,Delta,2007
Thnks Fr Th Mmrs,Fall Out Boy,2007
Destination Calabria,Alex Gaudino Feat. Crystal Waters,2007
How To Save A Life,The Fray,2007
Stronger,Kanye West,2007
20 Good Reasons,Thirsty Merc,2007
Hey There Delilah,Plain White T's,2007
Hook Me Up,The Veronicas,2007
Love Today,Mika,2007
How Far We've Come,Matchbox Twenty,2007
Say It Right,Nelly Furtado,2007
Rock This Party (Everybody Dance Now),Bob Sinclar,2007
Into The Night,Santana Feat. Chad Kroeger,2007
Can't Touch It,Ricki Lee,2007
UFO,Sneaky Sound System,2007
Suddenly I See,KT Tunstall,2007
What Goes Around...Comes Around,Justin Timberlake,2007
Put Your Hands Up For Detroit,Fedde Le Grand,2007
When You're Gone,Avril Lavigne,2007
Smack That,Akon Feat. Eminem,2007
Leave Me Alone (I'm Lonely),P!nk,2007
Light Surrounding You,Evermore,2007
Keep Your Hands Off My Girl,Good Charlotte,2007
Fergalicious,Fergie,2007
What I've Done,Linkin Park,2007
Never Again,Kelly Clarkson,2007
Dear Mr. President,P!nk,2007
Irreplaceable,Beyonce,2007
I Wanna Love You,Akon Feat. Snoop Dogg,2007
Shut Up And Drive,Rihanna,2007
Makes Me Wonder,Maroon 5,2007
Gimme More,Britney,2007
Ayo Technology,50 Cent Feat. Justin Timberlake,2007
No One,Alicia Keys,2007
The Others,TV Rock vs. Dukes Of Windsor,2007
All Good Things (Come To An End),Nelly Furtado,2007
Beautiful Liar,Beyonce Feat. Shakira,2007
Clumsy,Fergie,2007
Pictures,Sneaky Sound System,2007
Don't Give Up,Shannon Noll & Natalie Bassingthwaighte,2007
Give It To Me,Timbaland Feat. Nelly Furtado & Justin Timberlake,2007
Lost And Running,Powderfinger,2007
The Creeps,Camille Jones vs Fedde Le Grand,2007
The Pretender,Foo Fighters,2007
Little Wonders,Rob Thomas,2007
Steer,Missy Higgins,2007
My Love,Justin Timberlake Feat. T.I.,2007
Don't Matter,Akon,2007
Don't Hold Back,The Potbelleez,2007
I Don't Feel Like Dancin',Scissor Sisters,2007
Teenagers,My Chemical Romance,2007
SexyBack,Justin Timberlake,2007
Opinions Won't Keep You Warm At Night,Kisschasy,2007
Don't You Wanna Feel,Rogue Traders,2007
Happy Ending,Mika,2007
Hit Me Up,Gia Farrell,2007
Here I Am,Natalie Gauci,2007
Cupid's Chokehold / Breakfast In America,Gym Class Heroes,2007
Just A Song About Ping Pong,Operator Please,2007
Better Than Me,Hinder,2007
Lovestoned,Justin Timberlake,2007
1973,James Blunt,2007
Joker & The Thief,Wolfmother,2007
Untouched,The Veronicas,2007
4 In The Morning,Gwen Stefani,2007
It's Not Over,Daughtry,2007
2 Hearts,Kylie,2007
Too Little Too Late,JoJo,2007
Wind It Up,Gwen Stefani,2007
Like This,Kelly Rowland Feat. Eve,2007
Welcome To The Black Parade,My Chemical Romance,2007
Let Me Think About It,Ida Corr vs Fedde Le Grand,2007
Everything,Michael Buble,2007
If You Don't Mean It,Dean Geyer,2007
Don't Miss You,Amy Pearson,2007
"The Take Over, The Break's Over",Fall Out Boy,2007
Loud,Shannon Noll,2007
Buy U A Drank (Shawty Snappin'),T-Pain,2007
I Love It,Sneaky Sound System,2007
I Got It From My Mama,will.i.am,2007
I'm Your Funny Bear,Gummibear,2007
Wake Up Call,Maroon 5,2007
Clothes Off!!!,Gym Class Heroes,2007
Not Ready To Make Nice,Dixie Chicks,2007
Tell Me,P. Diddy Feat. Christina Aguilera,2007
Better Than,The John Butler Trio,2007
Low,Flo Rida Feat. T-Pain,2008
So What,P!nk,2008
Sweet About Me,Gabriella Cilmi,2008
Bleeding Love,Leona Lewis,2008
Sex On Fire,Kings Of Leon,2008
I Kissed A Girl,Katy Perry,2008
Just Dance,Lady Gaga Feat. Colby O'Donis,2008
No Air,Jordin Sparks Duet With Chris Brown,2008
I'm Yours,Jason Mraz,2008
All Summer Long,Kid Rock,2008
Shake It,Metro Station,2008
Don't Stop The Music,Rihanna,2008
When I Grow Up,The Pussycat Dolls,2008
Poker Face,Lady Gaga,2008
4 Minutes,Madonna Feat. Justin Timberlake,2008
Hot N Cold,Katy Perry,2008
Dream Catch Me,Newton Faulkner,2008
Pictures Of You,The Last Goodnight,2008
Black And Gold,Sam Sparro,2008
Forever,Chris Brown,2008
Untouched,The Veronicas,2008
Disturbia,Rihanna,2008
Crank That,Soulja Boy,2008
Bubbly,Colbie Caillat,2008
Take A Bow,Rihanna,2008
See You Again,Miley Cyrus,2008
American Boy,Estelle Feat. Kanye West,2008
Closer,Ne-Yo,2008
Running Back,Jessica Mauboy Feat. Flo Rida,2008
Use Somebody,Kings Of Leon,2008
With You,Chris Brown,2008
Apologize,Timbaland Feat. OneRepublic,2008
Viva La Vida,Coldplay,2008
Electric Feel,MGMT,2008
Perfect,Vanessa Amorosi,2008
Tattoo,Jordin Sparks,2008
Love Song,Sara Bareilles,2008
Piece Of Me,Britney Spears,2008
Work,Kelly Rowland,2008
Womanizer,Britney Spears,2008
My People,The Presets,2008
Don't Hold Back,The Potbelleez,2008
You,Wes Carr,2008
Single Ladies (Put A Ring On It),Beyonce,2008
Live Your Life,T.I. Feat. Rihanna,2008
This Heart Attack,Faker,2008
No One,Alicia Keys,2008
That's Not My Name,The Ting Tings,2008
Kiss Kiss,Chris Brown Feat. T-Pain,2008
7 Things,Miley Cyrus,2008
Love In This Club,Usher Feat. Young Jeezy,2008
White Noise,The Living End,2008
Take Me On The Floor,The Veronicas,2008
Sober,P!nk,2008
Better In Time,Leona Lewis,2008
Like Only A Woman Can,Brian McFadden,2008
Cry For You,September,2008
Paralyzer,Finger Eleven,2008
Stop And Stare,OneRepublic,2008
This Love,The Veronicas,2008
I Hate This Part,The Pussycat Dolls,2008
Elevator,Flo Rida Feat. Timbaland,2008
Whatever You Like,T.I.,2008
Walking On A Dream,Empire Of The Sun,2008
Wanna Be Startin' Somethin' 2008,Michael Jackson With Akon,2008
Dance Wiv Me,Dizzee Rascal Feat. Calvin Harris & Chrome,2008
This Boy's In Love,The Presets,2008
Violet Hill,Coldplay,2008
If I Never See Your Face Again,Maroon 5 Feat. Rihanna,2008
I Don't Do Surprises,Axle Whitehead,2008
I Never Liked You,Rogue Traders,2008
Mercy,Duffy,2008
Alive,Natalie Bassingthwaighte,2008
Single Ladies (Put A Ring On It),Beyonce,2008
Won't Go Home Without You,Maroon 5,2008
Naughty Girl,Mr G,2008
Are You With Me,The Potbelleez,2008
One Step At A Time,Jordin Sparks,2008
Into The Night,Santana Feat. Chad Kroeger,2008
Talk Like That,The Presets,2008
Get Shaky,The Ian Carey Project,2008
I Don't Care,Fall Out Boy,2008
The Way I Are,Timbaland Feat. Keri Hilson,2008
In The Ayer,Flo Rida Feat. Will.I.Am,2008
How Far We've Come,Matchbox Twenty,2008
Big Girl (You Are Beautiful),Mika,2008
Kansas City,Sneaky Sound System,2008
Shadow Of The Day,Linkin Park,2008
Fall For You,Secondhand Serenade,2008
Let It Rock,Kevin Rudolf Feat. Lil Wayne,2008
Love Lockdown,Kanye West,2008
Party People,Nelly Feat. Fergie,2008
When I'm Gone,Simple Plan,2008
Beat It,Fall Out Boy Feat. John Mayer,2008
Gotta Be Somebody,Nickelback,2008
Circus,Britney Spears,2008
Happy Ending,Mika,2008
Kids,MGMT,2008
Clumsy,Fergie,2008
It's Not My Time,3 Doors Down,2008
I GOTTA FEELING,The Black Eyed Peas,2009
SEXY BITCH,David Guetta Feat. Akon,2009
LOVE STORY,Taylor Swift,2009
BOOM BOOM POW,The Black Eyed Peas,2009
RIGHT ROUND,Flo Rida Feat. Ke$ha,2009
LIKE IT LIKE THAT,Guy Sebastian,2009
HALO,Beyonce,2009
MEET ME HALFWAY,The Black Eyed Peas,2009
TIK TOK,Ke$ha,2009
THE LAST DAY ON EARTH,Kate Miller-Heidke,2009
POKER FACE,Lady Gaga,2009
PAPARAZZI,Lady Gaga,2009
YOU FOUND ME,The Fray,2009
SINGLE LADIES (PUT A RING ON IT),Beyonce,2009
JAI HO! (YOU ARE MY DESTINY),A.R. Rahman Feat. The Pussycat Dolls,2009
THE CLIMB,Miley Cyrus,2009
YOU BELONG WITH ME,Taylor Swift,2009
EVACUATE THE DANCEFLOOR,Cascada,2009
GIVES YOU HELL,The All-American Rejects,2009
NOT FAIR,Lily Allen,2009
I KNOW YOU WANT ME (CALLE OCHO),Pitbull,2009
THE FEAR,Lily Allen,2009
SWEET DREAMS,Beyonce,2009
BREAKEVEN,The Script,2009
GOOD GIRLS GO BAD,Cobra Starship Feat. Leighton Meester,2009
WE MADE YOU,Eminem,2009
GET SHAKY,The Ian Carey Project,2009
WHEN LOVE TAKES OVER,David Guetta Feat. Kelly Rowland,2009
NEW DIVIDE,Linkin Park,2009
THIS IS WHO I AM,Vanessa Amorosi,2009
BAD ROMANCE,Lady Gaga,2009
STARSTRUKK,3OH!3 Feat. Katy Perry,2009
DON'T TRUST ME,3OH!3,2009
DOWN,Jay Sean Feat. Lil Wayne,2009
HEY BOYS AND GIRLS (TRUTH OF THE WORLD PT. 2),Evermore,2009
DEAD AND GONE,T.I. Feat. Justin Timberlake,2009
PARTY IN THE U.S.A.,Miley Cyrus,2009
USE SOMEBODY,Kings Of Leon,2009
LOVEGAME,Lady Gaga,2009
MY LIFE WOULD SUCK WITHOUT YOU,Kelly Clarkson,2009
MY DELIRIUM,Ladyhawke,2009
CHASE THAT FEELING,Hilltop Hoods,2009
BURN,Jessica Mauboy,2009
LET IT ROCK,Kevin Rudolf Feat. Lil Wayne,2009
BATTLEFIELD,Jordin Sparks,2009
LOVE SEX MAGIC,Ciara Feat. Justin Timberlake,2009
BULLETPROOF,La Roux,2009
HEAVY CROSS,Gossip,2009
HER DIAMONDS,Rob Thomas,2009
BLACK BOX,Stan Walker,2009
RIVERSIDE,Sidney Samson,2009
FUNHOUSE,P!nk,2009
SEX ON FIRE,Kings Of Leon,2009
ROCK & ROLL,Eric Hutchinson,2009
SOMEDAY SOON,Natalie Bassingthwaighte,2009
BAD INFLUENCE,P!nk,2009
SO WHAT,P!nk,2009
HOT N COLD,Katy Perry,2009
3,Britney Spears,2009
RUN THIS TOWN,Jay-Z Feat. Rihanna & Kanye West,2009
WALKING ON A DREAM,Empire Of The Sun,2009
CIRCUS,Britney Spears,2009
PLEASE DON'T LEAVE ME,P!nk,2009
EMPIRE STATE OF MIND,Jay-Z Feat. Alicia Keys,2009
BEAUTIFUL,Akon Feat. Colby O'Donis & Kardinal Offishall,2009
BONKERS,Dizzee Rascal & Armand Van Helden,2009
WAKING UP IN VEGAS,Katy Perry,2009
THE BOY DOES NOTHING,Alesha Dixon,2009
DON'T STOP BELIEVIN',Glee Cast,2009
JUST DANCE,Lady Gaga Feat. Colby O'Donis,2009
I'M YOURS,Jason Mraz,2009
21 GUNS,Green Day,2009
UP/DOWN,Jessica Mauboy,2009
HUSH HUSH; HUSH HUSH,The Pussycat Dolls,2009
LIVE YOUR LIFE,T.I. Feat. Rihanna,2009
DECODE,Paramore,2009
BEEN WAITING,Jessica Mauboy,2009
WHATCHA SAY,Jason DeRulo,2009
FIREFLIES,Owl City,2009
IF TODAY WAS YOUR LAST DAY,Nickelback,2009
"EH, EH (NOTHING ELSE I CAN SAY)",Lady Gaga,2009
RIGHT NOW (NA NA NA),Akon,2009
ART OF LOVE,Guy Sebastian Feat. Jordin Sparks,2009
DAY 'N' NITE (CROOKERS REMIX),Kid Cudi,2009
SHE'S A GENIUS,Jet,2009
ALREADY GONE,Kelly Clarkson,2009
LITTLE LION MAN,Mumford & Sons,2009
I WANNA,The All-American Rejects,2009
BEFORE THE WORST,The Script,2009
KISS ME THRU THE PHONE,Soulja Boy Tell 'Em Feat. Sammie,2009
SOBER,P!nk,2009
VIVA LA VIDA,Coldplay,2009
HOTEL ROOM SERVICE,Pitbull,2009
FEELS LIKE WOAH,Wes Carr,2009
ACCORDING TO YOU,Orianthi,2009
RUSSIAN ROULETTE,Rihanna,2009
IF U SEEK AMY,Britney Spears,2009
WE ARE THE PEOPLE,Empire Of The Sun,2009
LIKE IT LOUD,Cassie Davis,2009
JIZZ IN MY PANTS,The Lonely Island,2009
Love The Way You Lie,Eminem Feat. Rihanna,2010
OMG,Usher Feat. will.i.am,2010
Dynamite,Taio Cruz,2010
"Hey, Soul Sister",Train,2010
California Gurls,Katy Perry Feat. Snoop Dogg,2010
Fireflies,Owl City,2010
Only Girl (In The World),Rihanna,2010
Just The Way You Are,Bruno Mars,2010
Teenage Dream,Katy Perry,2010
DJ Got Us Fallin' In Love,Usher Feat. Pitbull,2010
Airplanes,B.o.B Feat. Hayley Williams,2010
Tik Tok,Ke$ha,2010
In My Head,Jason Derulo,2010
I Like It,Enrique Iglesias Feat. Pitbull,2010
Replay,Iyaz,2010
Just A Dream,Nelly,2010
Raise Your Glass,P!nk,2010
Club Can't Handle Me,Flo Rida Feat. David Guetta,2010
Empire State Of Mind,Jay-Z Feat. Alicia Keys,2010
Telephone,Lady Gaga Feat. Beyonce,2010
Cooler Than Me,Mike Posner,2010
Not Afraid,Eminem,2010
F U,Cee-Lo Green,2010
Firework,Katy Perry,2010
We R Who We R,Ke$ha,2010
Bad Romance,Lady Gaga,2010
Like A G6,Far East Movement Feat. Cataracs & Dev,2010
The Time (Dirty Bit),The Black Eyed Peas,2010
Memories,David Guetta Feat. Kid Cudi,2010
Billionaire,Travie McCoy Feat. Bruno Mars,2010
Break Your Heart,Taio Cruz,2010
Grenade,Bruno Mars,2010
Rude Boy,Rihanna,2010
We No Speak Americano,Yolanda Be Cool & DCup,2010
Baby,Justin Bieber Feat. Ludacris,2010
If I Had You,Adam Lambert,2010
I Like That,Richard Vission & Static Revenger Feat. Luciana,2010
Ridin' Solo,Jason Derulo,2010
Gettin' Over You,"David Guetta Feat. Chris Willis, Fergie & LMFAO",2010
Whataya Want From Me,Adam Lambert,2010
Blah Blah Blah,Ke$ha,2010
Who's That Girl,Guy Sebastian Feat. Eve,2010
Whatcha Say,Jason Derulo,2010
Magic,B.o.B Feat. Rivers Cuomo,2010
Take It Off,Ke$ha,2010
Little Lion Man,Mumford & Sons,2010
Plans,Birds Of Tokyo,2010
Just Say So,Brian McFadden Feat. Kevin Rudolf,2010
Nothin' On You,B.o.B Feat. Bruno Mars,2010
Alejandro,Lady Gaga,2010
Your Love Is My Drug,Ke$ha,2010
Heartbeat,Enrique Iglesias Feat. Nicole Scherzinger,2010
I Gotta Feeling,The Black Eyed Peas,2010
Smile,Uncle Kracker,2010
Yeah 3x,Chris Brown,2010
Sweet Disposition,The Temper Trap,2010
Barbra Streisand,Duck Sauce,2010
If We Ever Meet Again,Timbaland Feat. Katy Perry,2010
3 Words,Cheryl Cole Feat. Will.i.am,2010
Black Box,Stan Walker,2010
Hey Baby (Drop It To The Floor),Pitbull Feat. T-Pain,2010
Do You Remember?,Jay Sean,2010
You've Got The Love,Florence + The Machine,2010
Haven't Met You Yet,Michael Buble,2010
I Made It (Cash Money Heroes),"Kevin Rudolf Feat. Birdman, Jay Sean & Lil Wayne",2010
Down,Jay Sean Feat. Lil Wayne,2010
Freefallin',Zoe Badwi,2010
Rock That Body,The Black Eyed Peas,2010
Big Jet Plane,Angus & Julia Stone,2010
Opposite Of Adults,Chiddy Bang,2010
For The First Time,The Script,2010
Today Was A Fairytale,Taylor Swift,2010
Saturday Night,Jessica Mauboy Feat. Ludacris,2010
Eenie Meenie,Sean Kingston Feat. Justin Bieber,2010
The Only Exception,Paramore,2010
My First Kiss,3OH!3 Feat. Ke$ha,2010
Tik Tok (Parody),The Midnight Beast,2010
Planets,Short Stack,2010
Dance The Way I Feel,Ou Est Le Swimming Pool,2010
Mr Mysterious,Vanessa Amorosi Feat. Seany B,2010
Imma Be,The Black Eyed Peas,2010
Like It's Her Birthday,Good Charlotte,2010
Starstrukk,3OH!3 Feat. Katy Perry,2010
Sexy Bitch,David Guetta Feat. Akon,2010
Closer To The Edge,30 Seconds To Mars,2010
Mine,Taylor Swift,2010
Rock It,Little Red,2010
Stay The Night,James Blunt,2010
Undisclosed Desires,Muse,2010
Art Of Love,Guy Sebastian Feat. Jordin Sparks,2010
Who's That Chick,David Guetta Feat. Rihanna,2010
Lying,Amy Meredith,2010
F**kin' Perfect,P!nk,2010
One Time,Justin Bieber,2010
Party In The U.S.A.,Miley Cyrus,2010
Hotel Room Service,Pitbull,2010
Take Your Shirt Off,T-Pain,2010
Meet Me Halfway,The Black Eyed Peas,2010
Shut It Down,Pitbull,2010
This Ain't A Love Song,Scouting For Girls,2010
Party Rock Anthem,LMFAO Feat. Lauren Bennet & GoonRock,2011
Somebody That I Used To Know,Gotye Feat. Kimbra,2011
Moves Like Jagger,Maroon 5 Feat. Christina Aguilera,2011
Someone Like You,Adele,2011
Rolling In The Deep,Adele,2011
Sexy And I Know It,LMFAO,2011
Give Me Everything,"Pitbull Feat. Ne-Yo, Afrojack & Nayer",2011
Born This Way,Lady Gaga,2011
Price Tag,Jessie J Feat. B.o.B,2011
On The Floor,Jennifer Lopez Feat. Pitbull,2011
S&M,Rihanna,2011
We Found Love,Rihanna Feat. Calvin Harris,2011
Sweat (David Guetta Remix),Snoop Dogg Vs. David Guetta,2011
The Lazy Song,Bruno Mars,2011
E.T.,Katy Perry Feat. Kanye West,2011
Jar Of Hearts,Christina Perri,2011
Super Bass,Nicki Minaj,2011
Titanium,David Guetta Feat. Sia,2011
Dirty Talk,Wynter Gordon,2011
Good Feeling,Flo Rida,2011
Grenade,Bruno Mars,2011
Just Can't Get Enough,The Black Eyed Peas,2011
Pumped Up Kicks,Foster The People,2011
The A Team,Ed Sheeran,2011
It Girl,Jason Derulo,2011
Happiness,Alexis Jordan,2011
Good Night,Reece Mastin,2011
Firework,Katy Perry,2011
Stereo Hearts,Gym Class Heroes Feat. Adam Levine,2011
Yeah 3x,Chris Brown,2011
Last Friday Night (TGIF),Katy Perry,2011
Marry You,Bruno Mars,2011
Tonight (I'm Lovin' You),Enrique Iglesias Feat. Ludacris & DJ Frank E,2011
Don't Wanna Go Home,Jason Derulo,2011
Champagne Showers,LMFAO Feat. Natalia Kills,2011
You Make Me Feel,Cobra Starship Feat. Sabi,2011
Coming Home,Diddy - Dirty Money Feat. Skylar Grey,2011
Bounce,Calvin Harris Feat. Kelis,2011
The Edge Of Glory,Lady Gaga,2011
We Run The Night,Havana Brown,2011
Cheers (Drink To That),Rihanna,2011
Without You,David Guetta Feat. Usher,2011
Feel So Close,Calvin Harris,2011
Tonight Tonight,Hot Chelle Rae,2011
Own This Club,Marvin Priest,2011
Mr. Know It All,Kelly Clarkson,2011
Who's That Girl,Guy Sebastian Feat. Eve,2011
What The Hell,Avril Lavigne,2011
Set Fire To The Rain,Adele,2011
Beautiful People,Chris Brown Feat. Benny Benassi,2011
The Show Goes On,Lupe Fiasco,2011
Inescapable,Jessica Mauboy,2011
Domino,Jessie J,2011
Paradise,Coldplay,2011
Where Them Girls At,David Guetta Feat. Nicki Minaj & Flo Rida,2011
Hangover,Taio Cruz Feat. Flo Rida,2011
More,Usher,2011
Who's That Chick,David Guetta Feat. Rihanna,2011
Dedication To My Ex (Miss That),Lloyd Feat. Andre 3000 & Lil Wayne,2011
Jet Lag,Simple Plan Feat. Natasha Bedingfield,2011
California King Bed,Rihanna,2011
Rain Over Me,Pitbull Feat. Marc Anthony,2011
I Need A Doctor,Dr. Dre Feat. Eminem & Skylar Grey,2011
I Need A Dollar,Aloe Blacc,2011
Just The Way You Are,Bruno Mars,2011
"Turn Around (5,4,3,2,1)",Flo Rida,2011
I Just Had Sex,The Lonely Island Feat. Akon,2011
Lighters,Bad Meets Evil Feat. Bruno Mars,2011
What Makes You Beautiful,One Direction,2011
The Time (Dirty Bit),The Black Eyed Peas,2011
Till The World Ends,Britney Spears,2011
Nobody's Perfect,Jessie J,2011
Hello,Martin Solveig Feat. Dragonette,2011
Only Girl (In The World),Rihanna,2011
"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Feat. Bruno Mars,2011
Don't Worry Be Happy,Guy Sebastian,2011
Blow,Ke$ha,2011
Right There,Nicole Scherzinger Feat. 50 Cent,2011
Cinema,Benny Benassi Feat. Gary Go,2011
Don't Hold Your Breath,Nicole Scherzinger,2011
Dynamite,Taio Cruz,2011
Changed The Way You Kiss Me,Example,2011
Who Dat Girl,Flo Rida Feat. Akon,2011
Jumpstart,These Kids Wear Crowns,2011
Friday To Sunday,Justice Crew,2011
Raise Your Glass,P!nk,2011
It Will Rain,Bruno Mars,2011
Loud,Stan Walker,2011
Little Bad Girl,David Guetta Feat. Taio Cruz & Ludacris,2011
Best Thing I Never Had,Beyonce,2011
Breathing,Jason Derulo,2011
Last Night,Ian Carey Feat. Snoop Dogg & Bobby Anthony,2011
Run The World (Girls),Beyonce,2011
Mr Saxobeat,Alexandra Stan,2011
From The Music,The Potbelleez,2011
Take Over Control,Afrojack Feat. Eva Simons,2011
Hold It Against Me,Britney Spears,2011
Love On Top,Beyonce,2011
All Of The Lights,Kanye West,2011
We R Who We R,Ke$ha,2011
Call Me Maybe,Carly Rae Jepsen,2012
Gangnam Style,Psy,2012
Battle Scars,Guy Sebastian,2012
Whistle,Flo Rida,2012
Wild Ones,Flo Rida Feat. Sia,2012
Starships,Nicki Minaj,2012
Boom Boom,Justice Crew,2012
Skinny Love,Birdy,2012
Thrift Shop,Macklemore & Ryan Lewis Feat. Wanz,2012
Don't You Worry Child,Swedish House Mafia Feat. John Martin,2012
Payphone,Maroon 5 Feat. Wiz Khalifa,2012
We Are Young,fun. Feat. Janelle Monae,2012
Into The Flame EP,Matt Corby,2012
Lego House,Ed Sheeran,2012
Some Nights,fun.,2012
Good Time,Owl City Feat. Carly Rae Jepsen,2012
What Makes You Beautiful,One Direction,2012
One More Night,Maroon 5,2012
We Are Never Ever Getting Back Together,Taylor Swift,2012
Hall Of Fame,The Script Feat. will.i.am,2012
Bangarang,Skrillex,2012
One Thing,One Direction,2012
Boys Like You,360 Feat. Gossling,2012
Paradise,Coldplay,2012
Earthquake,Labrinth Feat. Tinie Tempah,2012
Bom Bom,Sam And The Womp,2012
I Knew You Were Trouble,Taylor Swift,2012
Locked Out Of Heaven,Bruno Mars,2012
I Cry,Flo Rida,2012
Never Let Me Go,Florence + The Machine,2012
Feel The Love,Rudimental Feat. John Newman,2012
Diamonds,Rihanna,2012
Ass Back Home,Gym Class Heroes Feat. Neon Hitch,2012
Set It Off,Timomatic,2012
Wide Awake,Katy Perry,2012
Throw Your Hands Up,Qwote Feat. Pitbull,2012
Sexy And I Know It,LMFAO,2012
Little Talks,Of Monsters And Men,2012
Back In Time,Pitbull,2012
Somebody That I Used To Know,Gotye Feat. Kimbra,2012
I Won't Let You Go,James Morrison,2012
Lonely Boy,The Black Keys,2012
Die Young,Ke$ha,2012
Turn Me On,David Guetta Feat. Nicki Minaj,2012
Part Of Me,Katy Perry,2012
Don't Wake Me Up,Chris Brown,2012
Scream & Shout,will.i.am Feat. Britney Spears,2012
Blow Me (One Last Kiss),P!nk,2012
Sitting On Top Of The World,Delta Goodrem,2012
Hey Hey Hey,Laurent Wery Feat. SwiftKid,2012
Try,P!nk,2012
Spectrum (Say My Name) EP,Florence + The Machine,2012
Where Have You Been,Rihanna,2012
Pumped Up Kicks,Foster The People,2012
Sweet Nothing,Calvin Harris Feat. Florence Welch,2012
Drive By,Train,2012
Turn All The Lights On,T-Pain Feat. Ne-Yo,2012
She Wolf (Falling To Pieces),David Guetta Feat. Sia,2012
Summer Paradise,Simple Plan,2012
"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Feat. Bruno Mars,2012
I Love It,Hilltop Hoods Feat. Sia,2012
Boyfriend,Justin Bieber,2012
I Love It,Icona Pop,2012
Fight For You,Jason Derulo,2012
Turn Up The Love,Far East Movement Feat. Cover Drive,2012
Take Care,Drake Feat. Rihanna,2012
A Thousand Years,Christina Perri,2012
Beauty And A Beat,Justin Bieber Feat. Nicki Minaj,2012
Girl On Fire (Inferno Version),Alicia Keys Feat. Nicki Minaj,2012
Turn Up The Music,Chris Brown,2012
We'll Be Coming Back,Calvin Harris Feat. Example,2012
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,2012
The Fighter,Gym Class Heroes Feat. Ryan Tedder,2012
What You've Done To Me,Samantha Jade,2012
Good Feeling,Flo Rida,2012
Levels,Avicii,2012
Live While We're Young,One Direction,2012
As Long As You Love Me,Justin Bieber Feat. Big Sean,2012
Don't Worry Be Happy,Guy Sebastian,2012
This Is Love,will.i.am Feat. Eva Simons,2012
Mind Your Manners,Chiddy Bang Feat. Icona Pop,2012
Wings,Little Mix,2012
If Looks Could Kill,Timomatic,2012
How We Do (Party),Rita Ora,2012
Party Rock Anthem,LMFAO Feat. Lauren Bennet & GoonRock,2012
Count On Me,Bruno Mars,2012
Pound The Alarm,Nicki Minaj,2012
I'm All Yours,Jay Sean Feat. Pitbull,2012
We Found Love,Rihanna Feat. Calvin Harris,2012
I Will Wait,Mumford & Sons,2012
The A Team,Ed Sheeran,2012
Both Of Us,B.o.B Feat. Taylor Swift,2012
Moves Like Jagger,Maroon 5 Feat. Christina Aguilera,2012
Scream,Usher,2012
Hangover,Taio Cruz Feat. Flo Rida,2012
International Love,Pitbull Feat. Chris Brown,2012
Brokenhearted,Karmin,2012
Dedication To My Ex (Miss That),Lloyd Feat. Andre 3000 & Lil Wayne,2012
Stronger (What Doesn't Kill You),Kelly Clarkson,2012
Live My Life,Far East Movement Feat. Justin Bieber,2012
Roar,Katy Perry,2013
Blurred Lines,Robin Thicke Feat. T.I. & Pharrell,2013
Let Her Go,Passenger,2013
Wake Me Up,Avicii,2013
The Love Club EP Feat. Royals,Lorde,2013
Just Give Me A Reason,P!nk Feat. Nate Ruess,2013
Get Lucky,Daft Punk Feat. Pharrell Williams,2013
Counting Stars,OneRepublic,2013
Can't Hold Us,Macklemore & Ryan Lewis Feat. Ray Dalton,2013
Impossible,James Arthur,2013
Stay,Rihanna Feat. Mikky Ekko,2013
Riptide,Vance Joy,2013
Talk Dirty,Jason Derulo Feat. 2 Chainz,2013
Same Love,Macklemore & Ryan Lewis Feat. Mary Lambert,2013
Pompeii,Bastille,2013
Thrift Shop,Macklemore & Ryan Lewis Feat. Wanz,2013
When I Was Your Man,Bruno Mars,2013
Beneath Your Beautiful,Labrinth Feat. Emeli Sande,2013
Thank You,MKTO,2013
Radioactive,Imagine Dragons,2013
Ho Hey,The Lumineers,2013
Wrecking Ball,Miley Cyrus,2013
Let's Get Ridiculous,Redfoo,2013
The Monster,Eminem Feat. Rihanna,2013
Lanterns,Birds Of Tokyo,2013
Summertime Sadness - Cedric Gervais Remix,Lana Del Rey vs Cedric Gervais,2013
Scream & Shout,will.i.am & Britney Spears,2013
Hey Brother,Avicii,2013
Young and Beautiful - Cedric Gervais Remix,Lana Del Rey Vs. Cedric Gervais,2013
We Can't Stop,Miley Cyrus,2013
Timber,Pitbull Feat. Ke$ha,2013
I Need Your Love,Calvin Harris Feat. Ellie Goulding,2013
Acapella,Karmin,2013
Burn,Ellie Goulding,2013
Feel This Moment,Pitbull,2013
